student_1,student_2,location,date,time
12345,,Corridor1,14-12-2020,19:55:40
12345,,Corridor1,14-12-2020,19:55:41
12345,,Corridor1,14-12-2020,19:55:41
12345,,Corridor1,14-12-2020,19:55:41
12345,,Corridor1,14-12-2020,19:55:41
12345,,Corridor1,14-12-2020,19:55:43
62988,12345,Corridor1,14-12-2020,19:55:45
12345,62999,Corridor1,14-12-2020,19:55:45
12345,Unknown,Corridor1,14-12-2020,19:55:48
62988,12345,Corridor1,14-12-2020,19:55:50
12345,62999,Corridor1,14-12-2020,19:55:50
62988,,Corridor1,14-12-2020,19:55:51
62988,12345,Corridor1,14-12-2020,19:55:53
12345,62999,Corridor1,14-12-2020,19:55:53
12345,Unknown,Corridor1,14-12-2020,19:55:54
62988,12345,Corridor1,14-12-2020,19:55:56
12345,62999,Corridor1,14-12-2020,19:55:56
62988,12345,Corridor1,14-12-2020,19:55:56
12345,62999,Corridor1,14-12-2020,19:55:56
62988,12345,Corridor1,14-12-2020,19:55:57
12345,62999,Corridor1,14-12-2020,19:55:57
62988,,Corridor1,14-12-2020,19:55:58
62988,,Corridor1,14-12-2020,19:55:58
62988,,Corridor1,14-12-2020,19:55:58
62988,,Corridor1,14-12-2020,19:55:59
62988,,Corridor1,14-12-2020,19:56:00
62988,12345,Corridor1,14-12-2020,19:56:02
12345,62999,Corridor1,14-12-2020,19:56:02
62988,12345,Corridor1,14-12-2020,19:56:06
12345,62999,Corridor1,14-12-2020,19:56:06
62987,,Corridor1,14-12-2020,19:56:07
62988,62987,Corridor1,14-12-2020,19:56:10
62988,Unknown,Corridor1,14-12-2020,19:56:10
62988,12345,Corridor1,14-12-2020,19:56:10
62987,62999,Corridor1,14-12-2020,19:56:10
62987,Unknown,Corridor1,14-12-2020,19:56:10
62987,12345,Corridor1,14-12-2020,19:56:10
12345,62999,Corridor1,14-12-2020,19:56:10
12345,62987,Corridor1,14-12-2020,19:56:10
12345,Unknown,Corridor1,14-12-2020,19:56:10
62988,12345,Corridor1,14-12-2020,19:56:12
12345,62999,Corridor1,14-12-2020,19:56:12
12345,,Corridor1,14-12-2020,19:56:13
12345,,Corridor1,14-12-2020,19:56:13
12345,,Corridor1,14-12-2020,19:56:14
12345,,Corridor1,14-12-2020,19:56:14
62987,,Corridor1,14-12-2020,19:56:15
62987,Unknown,Corridor1,14-12-2020,19:56:17
62987,12345,Corridor1,14-12-2020,19:56:17
12345,62987,Corridor1,14-12-2020,19:56:17
12345,Unknown,Corridor1,14-12-2020,19:56:17
62987,Unknown,Corridor1,14-12-2020,19:56:21
62987,,Corridor1,14-12-2020,19:56:22
62987,12345,Corridor1,14-12-2020,19:56:24
12345,62987,Corridor1,14-12-2020,19:56:24
62987,Unknown,Corridor1,14-12-2020,19:56:25
12345,,Corridor1,14-12-2020,19:56:27
12345,,Corridor1,14-12-2020,19:56:28
12345,,Corridor1,14-12-2020,19:56:29
62987,Unknown,Corridor1,14-12-2020,19:56:31
62987,12345,Corridor1,14-12-2020,19:56:31
12345,62987,Corridor1,14-12-2020,19:56:31
12345,Unknown,Corridor1,14-12-2020,19:56:31
62988,62987,Corridor1,14-12-2020,19:56:34
62988,Unknown,Corridor1,14-12-2020,19:56:34
62987,62999,Corridor1,14-12-2020,19:56:34
62987,Unknown,Corridor1,14-12-2020,19:56:34
62987,Unknown,Corridor1,14-12-2020,19:56:36
62647,12345,Corridor1,14-12-2020,19:56:37
12345,62647,Corridor1,14-12-2020,19:56:37
62987,,Corridor1,14-12-2020,19:56:39
62424,,Corridor1,14-12-2020,19:56:40
62988,12345,Corridor1,14-12-2020,19:56:42
12345,62999,Corridor1,14-12-2020,19:56:42
62988,62987,Corridor1,14-12-2020,19:56:46
62988,Unknown,Corridor1,14-12-2020,19:56:46
62988,12345,Corridor1,14-12-2020,19:56:46
62987,62999,Corridor1,14-12-2020,19:56:46
62987,Unknown,Corridor1,14-12-2020,19:56:46
62987,12345,Corridor1,14-12-2020,19:56:46
12345,62999,Corridor1,14-12-2020,19:56:46
12345,62987,Corridor1,14-12-2020,19:56:46
12345,Unknown,Corridor1,14-12-2020,19:56:46
62424,62987,Corridor1,14-12-2020,19:56:48
62424,12345,Corridor1,14-12-2020,19:56:48
62987,62424,Corridor1,14-12-2020,19:56:48
62987,12345,Corridor1,14-12-2020,19:56:48
12345,62424,Corridor1,14-12-2020,19:56:48
12345,62987,Corridor1,14-12-2020,19:56:48
62987,,Corridor1,14-12-2020,19:56:49
62987,,Corridor1,14-12-2020,19:56:50
62987,,Corridor1,14-12-2020,19:56:51
62987,,Corridor1,14-12-2020,19:56:51
62987,,Corridor1,14-12-2020,19:56:51
62987,,Corridor1,14-12-2020,19:56:52
62987,,Corridor1,14-12-2020,19:56:52
62988,,Corridor1,14-12-2020,19:56:53
62988,12345,Corridor1,14-12-2020,19:56:55
12345,62999,Corridor1,14-12-2020,19:56:55
62988,62987,Corridor1,14-12-2020,19:56:58
62988,12345,Corridor1,14-12-2020,19:56:58
62987,62999,Corridor1,14-12-2020,19:56:58
62987,12345,Corridor1,14-12-2020,19:56:58
12345,62999,Corridor1,14-12-2020,19:56:58
12345,62987,Corridor1,14-12-2020,19:56:58
62987,Unknown,Corridor1,14-12-2020,19:57:01
62987,12345,Corridor1,14-12-2020,19:57:01
12345,62987,Corridor1,14-12-2020,19:57:01
12345,Unknown,Corridor1,14-12-2020,19:57:01
62987,Unknown,Corridor1,14-12-2020,19:57:05
62987,12345,Corridor1,14-12-2020,19:57:05
12345,62987,Corridor1,14-12-2020,19:57:05
12345,Unknown,Corridor1,14-12-2020,19:57:05
62988,62987,Corridor1,14-12-2020,19:57:08
62988,12345,Corridor1,14-12-2020,19:57:08
62987,62999,Corridor1,14-12-2020,19:57:08
62987,12345,Corridor1,14-12-2020,19:57:08
12345,62999,Corridor1,14-12-2020,19:57:08
12345,62987,Corridor1,14-12-2020,19:57:08
62988,62987,Corridor1,14-12-2020,19:57:08
62988,12345,Corridor1,14-12-2020,19:57:08
62987,62999,Corridor1,14-12-2020,19:57:08
62987,12345,Corridor1,14-12-2020,19:57:08
12345,62999,Corridor1,14-12-2020,19:57:08
12345,62987,Corridor1,14-12-2020,19:57:08
62988,62987,Corridor1,14-12-2020,19:57:09
62988,12345,Corridor1,14-12-2020,19:57:09
62987,62999,Corridor1,14-12-2020,19:57:09
62987,12345,Corridor1,14-12-2020,19:57:09
12345,62999,Corridor1,14-12-2020,19:57:09
12345,62987,Corridor1,14-12-2020,19:57:09
62988,62987,Corridor1,14-12-2020,19:57:09
62988,12345,Corridor1,14-12-2020,19:57:09
62987,62999,Corridor1,14-12-2020,19:57:09
62987,12345,Corridor1,14-12-2020,19:57:09
12345,62999,Corridor1,14-12-2020,19:57:09
12345,62987,Corridor1,14-12-2020,19:57:09
62988,62987,Corridor1,14-12-2020,19:57:09
62988,12345,Corridor1,14-12-2020,19:57:09
62987,62999,Corridor1,14-12-2020,19:57:09
62987,12345,Corridor1,14-12-2020,19:57:09
12345,62999,Corridor1,14-12-2020,19:57:09
12345,62987,Corridor1,14-12-2020,19:57:09
62988,Unknown,Corridor1,14-12-2020,19:57:11
62988,,Corridor1,14-12-2020,19:57:12
12345,Unknown,Corridor1,14-12-2020,19:57:14
12345,,Corridor1,14-12-2020,19:57:15
62988,,Corridor1,14-12-2020,19:57:16
62988,62987,Corridor1,14-12-2020,19:57:18
62987,62999,Corridor1,14-12-2020,19:57:18
62988,62987,Corridor1,14-12-2020,19:57:18
62987,62999,Corridor1,14-12-2020,19:57:18
62988,62987,Corridor1,14-12-2020,19:57:18
62987,62999,Corridor1,14-12-2020,19:57:18
62988,62987,Corridor1,14-12-2020,19:57:19
62987,62999,Corridor1,14-12-2020,19:57:19
62988,62987,Corridor1,14-12-2020,19:57:19
62987,62999,Corridor1,14-12-2020,19:57:19
62988,62987,Corridor1,14-12-2020,19:57:19
62987,62999,Corridor1,14-12-2020,19:57:19
62988,62987,Corridor1,14-12-2020,19:57:19
62987,62999,Corridor1,14-12-2020,19:57:19
62988,62987,Corridor1,14-12-2020,19:57:20
62987,62999,Corridor1,14-12-2020,19:57:20
62988,,Corridor1,14-12-2020,19:57:21
62647,62987,Corridor1,14-12-2020,19:57:23
62987,62647,Corridor1,14-12-2020,19:57:23
62987,Unknown,Corridor1,14-12-2020,19:57:24
62988,,Corridor1,14-12-2020,19:57:25
62987,,Corridor1,14-12-2020,19:57:26
62987,,Corridor1,14-12-2020,19:57:27
62988,62987,Corridor1,14-12-2020,19:57:29
62987,62999,Corridor1,14-12-2020,19:57:29
62988,62987,Corridor1,14-12-2020,19:57:29
62987,62999,Corridor1,14-12-2020,19:57:29
62988,62987,Corridor1,14-12-2020,19:57:29
62987,62999,Corridor1,14-12-2020,19:57:29
62988,62987,Corridor1,14-12-2020,19:57:29
62987,62999,Corridor1,14-12-2020,19:57:29
62988,62987,Corridor1,14-12-2020,19:57:30
62987,62999,Corridor1,14-12-2020,19:57:30
62988,62987,Corridor1,14-12-2020,19:57:30
62987,62999,Corridor1,14-12-2020,19:57:30
62988,62987,Corridor1,14-12-2020,19:57:30
62987,62999,Corridor1,14-12-2020,19:57:30
62988,62987,Corridor1,14-12-2020,19:57:31
62987,62999,Corridor1,14-12-2020,19:57:31
62988,62987,Corridor1,14-12-2020,19:57:31
62987,62999,Corridor1,14-12-2020,19:57:31
62987,,Corridor1,14-12-2020,19:57:32
62987,,Corridor1,14-12-2020,19:57:32
12345,,Corridor1,14-12-2020,19:57:33
62987,,Corridor1,14-12-2020,19:57:34
62987,,Corridor1,14-12-2020,19:57:35
62987,,Corridor1,14-12-2020,19:57:35
62987,,Corridor1,14-12-2020,19:57:35
62987,,Corridor1,14-12-2020,19:57:35
62988,,Corridor1,14-12-2020,19:57:36
62988,,Corridor1,14-12-2020,19:57:37
62988,,Corridor1,14-12-2020,19:57:38
62988,,Corridor1,14-12-2020,19:57:38
62988,,Corridor1,14-12-2020,19:57:38
62988,,Corridor1,14-12-2020,19:57:39
62988,,Corridor1,14-12-2020,19:57:39
62988,,Corridor1,14-12-2020,19:57:39
62988,,Corridor1,14-12-2020,19:57:40
62987,,Corridor1,14-12-2020,19:57:47
62987,,Corridor1,14-12-2020,19:57:48
62987,,Corridor1,14-12-2020,19:57:48
62987,,Corridor1,14-12-2020,19:57:49
62987,,Corridor1,14-12-2020,19:57:50
62987,,Corridor1,14-12-2020,19:57:50
62987,,Corridor1,14-12-2020,19:57:51
62987,,Corridor1,14-12-2020,19:57:51
62987,,Corridor1,14-12-2020,19:57:52
62987,,Corridor1,14-12-2020,19:57:53
62987,,Corridor1,14-12-2020,19:57:54
62987,Unknown,Corridor1,14-12-2020,19:57:56
62987,Unknown,Corridor1,14-12-2020,19:57:58
62988,62987,Corridor1,14-12-2020,19:58:00
62987,62999,Corridor1,14-12-2020,19:58:00
62424,,Corridor1,14-12-2020,19:58:01
62424,,Corridor1,14-12-2020,19:58:01
12345,,Corridor1,14-12-2020,19:58:03
62988,,Corridor1,14-12-2020,19:58:09
62988,,Corridor1,14-12-2020,19:58:10
62988,,Corridor1,14-12-2020,19:58:10
62988,,Corridor1,14-12-2020,19:58:11
12345,,Corridor1,14-12-2020,19:58:12
62988,,Corridor1,14-12-2020,19:58:13
62988,Unknown,Corridor1,14-12-2020,19:58:16
62988,,Corridor1,14-12-2020,19:58:20
62988,,Corridor1,14-12-2020,19:58:21
12345,,Corridor1,14-12-2020,19:58:22
62988,,Corridor1,14-12-2020,19:58:25
62988,,Corridor1,14-12-2020,19:58:25
62988,,Corridor1,14-12-2020,19:58:25
62988,,Corridor1,14-12-2020,19:58:26
62988,,Corridor1,14-12-2020,19:58:26
62988,,Corridor1,14-12-2020,19:58:26
62988,,Corridor1,14-12-2020,19:58:26
62988,,Corridor1,14-12-2020,19:58:27
62988,,Corridor1,14-12-2020,19:58:27
62988,,Corridor1,14-12-2020,19:58:27
62988,,Corridor1,14-12-2020,19:58:28
62988,,Corridor1,14-12-2020,19:58:28
62988,,Corridor1,14-12-2020,19:58:28
62988,,Corridor1,14-12-2020,19:58:29
62988,,Corridor1,14-12-2020,19:58:29
62988,,Corridor1,14-12-2020,19:58:29
62988,,Corridor1,14-12-2020,19:58:30
62988,,Corridor1,14-12-2020,19:58:30
62988,,Corridor1,14-12-2020,19:58:30
62988,,Corridor1,14-12-2020,19:58:31
62988,,Corridor1,14-12-2020,19:58:31
62988,,Corridor1,14-12-2020,19:58:31
62988,,Corridor1,14-12-2020,19:58:32
62988,,Corridor1,14-12-2020,19:58:32
62988,,Corridor1,14-12-2020,19:58:32
62988,,Corridor1,14-12-2020,19:58:33
62988,,Corridor1,14-12-2020,19:58:33
62988,,Corridor1,14-12-2020,19:58:33
62988,,Corridor1,14-12-2020,19:58:34
62988,,Corridor1,14-12-2020,19:58:34
62988,,Corridor1,14-12-2020,19:58:34
62988,,Corridor1,14-12-2020,19:58:35
62988,,Corridor1,14-12-2020,19:58:35
62988,,Corridor1,14-12-2020,19:58:36
62988,,Corridor1,14-12-2020,19:58:36
62988,,Corridor1,14-12-2020,19:58:37
62988,,Corridor1,14-12-2020,19:58:37
62988,,Corridor1,14-12-2020,19:58:37
62988,,Corridor1,14-12-2020,19:58:38
62988,,Corridor1,14-12-2020,19:58:38
62988,,Corridor1,14-12-2020,19:58:38
62988,,Corridor1,14-12-2020,19:58:39
62988,,Corridor1,14-12-2020,19:58:39
62988,,Corridor1,14-12-2020,19:58:40
62988,,Corridor1,14-12-2020,19:58:40
62988,,Corridor1,14-12-2020,19:58:40
62988,,Corridor1,14-12-2020,19:58:41
62988,,Corridor1,14-12-2020,19:58:41
62988,,Corridor1,14-12-2020,19:58:41
62988,,Corridor1,14-12-2020,19:58:42
62988,,Corridor1,14-12-2020,19:58:42
62445,,Corridor1,15-12-2020,22:08:46
62445,,Corridor1,15-12-2020,22:08:47
62445,,Corridor1,15-12-2020,22:08:48
62445,,Corridor1,15-12-2020,22:08:49
62445,,Corridor1,15-12-2020,22:08:50
62445,,Corridor1,15-12-2020,22:08:51
62445,,Corridor1,15-12-2020,22:08:52
62445,,Corridor1,15-12-2020,22:08:53
62445,,Corridor1,15-12-2020,22:08:53
62445,,Corridor1,15-12-2020,22:08:54
62445,,Corridor1,15-12-2020,22:08:55
62445,,Corridor1,15-12-2020,22:08:56
62445,,Corridor1,15-12-2020,22:08:57
62445,,Corridor1,15-12-2020,22:08:58
62445,,Corridor1,15-12-2020,22:08:59
62445,,Corridor1,15-12-2020,22:09:00
62445,,Corridor1,15-12-2020,22:09:01
62445,,Corridor1,15-12-2020,22:09:02
62445,,Corridor1,15-12-2020,22:09:04
62445,,Corridor1,15-12-2020,22:09:05
62445,,Corridor1,15-12-2020,22:09:06
62445,,Corridor1,15-12-2020,22:09:08
62445,,Corridor1,15-12-2020,22:09:09
62445,,Corridor1,15-12-2020,22:09:10
62445,,Corridor1,15-12-2020,22:09:11
62445,,Corridor1,15-12-2020,22:09:12
62445,,Corridor1,15-12-2020,22:09:13
62445,,Corridor1,15-12-2020,22:09:14
62445,,Corridor1,15-12-2020,22:09:15
62445,,Corridor1,15-12-2020,22:09:16
62445,,Corridor1,15-12-2020,22:09:17
62445,,Corridor1,15-12-2020,22:09:18
62445,,Corridor1,15-12-2020,22:09:19
62445,,Corridor1,15-12-2020,22:09:20
62445,,Corridor1,15-12-2020,22:09:21
62445,,Corridor1,15-12-2020,22:09:22
62445,,Corridor1,15-12-2020,22:09:23
62445,,Corridor1,15-12-2020,22:09:24
62445,,Corridor1,15-12-2020,22:56:25
62445,,Corridor1,15-12-2020,22:56:26
62445,,Corridor1,15-12-2020,22:56:26
62445,,Corridor1,15-12-2020,22:56:27
62445,,Corridor1,15-12-2020,22:56:28
62445,,Corridor1,15-12-2020,22:56:29
62445,,Corridor1,15-12-2020,22:56:29
62445,,Corridor1,15-12-2020,22:56:30
62445,,Corridor1,15-12-2020,22:56:30
62445,,Corridor1,15-12-2020,22:56:31
62445,,Corridor1,15-12-2020,22:56:31
62445,,Corridor1,15-12-2020,22:56:31
62445,,Corridor1,15-12-2020,22:56:31
62445,,Corridor1,15-12-2020,22:56:32
62445,,Corridor1,15-12-2020,22:56:32
62445,,Corridor1,15-12-2020,22:56:32
62445,,Corridor1,15-12-2020,22:56:32
62445,,Corridor1,15-12-2020,22:56:33
62445,,Corridor1,15-12-2020,22:56:33
62445,,Corridor1,15-12-2020,22:56:33
62445,,Corridor1,15-12-2020,22:56:34
62445,,Corridor1,15-12-2020,22:56:35
62445,,Corridor1,15-12-2020,22:56:35
62445,,Corridor1,15-12-2020,22:56:35
62445,,Corridor1,15-12-2020,22:56:36
62445,,Corridor1,15-12-2020,22:56:37
62445,,Corridor1,15-12-2020,22:56:38
62445,,Corridor1,15-12-2020,23:18:55
62445,,Corridor1,16-12-2020,00:13:32
62445,,Corridor1,16-12-2020,00:13:43
62445,,Corridor1,16-12-2020,00:13:54
62445,,Corridor1,16-12-2020,01:39:22
62445,,Corridor1,16-12-2020,01:39:33
62445,,Corridor1,16-12-2020,01:39:40
62445,,Corridor1,17-12-2020,01:48:25
62445,,Corridor1,17-12-2020,01:48:43
62445,Unknown,Corridor1,17-12-2020,01:48:46
62445,,Corridor1,17-12-2020,01:48:47
62445,Unknown,Corridor1,17-12-2020,01:48:48
62445,,Corridor1,17-12-2020,01:48:50
62445,,Corridor1,17-12-2020,01:49:00
62445,,Corridor1,17-12-2020,01:49:02
62445,Unknown,Corridor1,17-12-2020,01:49:05
62445,,Corridor1,17-12-2020,01:49:09
62445,Unknown,Corridor1,17-12-2020,01:49:16
62445,,Corridor1,17-12-2020,01:49:19
62445,,Corridor1,17-12-2020,01:49:31
62445,,Corridor1,17-12-2020,01:49:37
62445,,Corridor1,17-12-2020,18:53:59
62445,,Corridor1,17-12-2020,18:54:10
62445,,Corridor1,17-12-2020,18:54:20
12345,,Corridor1,17-12-2020,18:54:35
62445,,Corridor1,17-12-2020,18:54:37
62445,,Corridor1,17-12-2020,18:54:43
62445,,Corridor1,17-12-2020,18:54:56
62445,,Corridor1,17-12-2020,18:55:00
62445,,Corridor1,17-12-2020,18:55:11
12345,,Corridor1,17-12-2020,18:55:16
62445,,Corridor1,17-12-2020,18:55:19
62445,,Corridor1,17-12-2020,18:55:21
62445,,Corridor1,17-12-2020,18:55:28
62424,,Corridor1,17-12-2020,18:55:36
62445,,Corridor1,17-12-2020,18:55:36
62445,,Corridor1,17-12-2020,18:55:40
62445,,Corridor1,17-12-2020,18:55:51
62445,,Corridor1,18-12-2020,18:45:57
62647,62445,Corridor1,18-12-2020,18:46:05
62445,62647,Corridor1,18-12-2020,18:46:05
62445,,Corridor1,18-12-2020,18:46:14
62647,62445,Corridor1,18-12-2020,18:46:17
62445,62647,Corridor1,18-12-2020,18:46:17
62445,,Corridor1,18-12-2020,18:46:18
62647,62445,Corridor1,18-12-2020,18:46:20
62445,62647,Corridor1,18-12-2020,18:46:20
62445,,Corridor1,18-12-2020,18:46:21
62647,62445,Corridor1,18-12-2020,18:46:24
62445,62647,Corridor1,18-12-2020,18:46:24
62445,,Corridor1,18-12-2020,18:46:25
62647,,Corridor1,18-12-2020,18:46:26
62445,,Corridor1,18-12-2020,18:46:29
62647,62445,Corridor1,18-12-2020,18:46:31
62445,62647,Corridor1,18-12-2020,18:46:31
62647,62445,Corridor1,18-12-2020,18:46:33
62445,62647,Corridor1,18-12-2020,18:46:33
62647,62445,Corridor1,18-12-2020,18:46:35
62445,62647,Corridor1,18-12-2020,18:46:35
62647,62445,Corridor1,18-12-2020,18:46:37
62445,62647,Corridor1,18-12-2020,18:46:37
62647,62445,Corridor1,18-12-2020,18:46:42
62445,62647,Corridor1,18-12-2020,18:46:42
62647,62445,Corridor1,18-12-2020,18:46:46
62445,62647,Corridor1,18-12-2020,18:46:46
62445,,Corridor1,18-12-2020,18:46:47
62647,Unknown,Corridor1,18-12-2020,18:46:49
62647,,Corridor1,18-12-2020,18:46:50
62647,62445,Corridor1,18-12-2020,18:46:53
62445,62647,Corridor1,18-12-2020,18:46:53
62647,62445,Corridor1,18-12-2020,18:46:55
62445,62647,Corridor1,18-12-2020,18:46:55
62445,,Corridor1,18-12-2020,18:46:58
62647,,Corridor1,18-12-2020,18:46:59
62647,Unknown,Corridor1,18-12-2020,18:47:01
62445,,Corridor1,18-12-2020,22:17:31
62445,Unknown,Corridor1,18-12-2020,22:17:38
62445,,Corridor1,18-12-2020,22:17:39
62445,,Corridor1,18-12-2020,22:18:05
62647,62445,Corridor1,18-12-2020,22:18:11
62445,62647,Corridor1,18-12-2020,22:18:11
62647,,Corridor1,18-12-2020,22:18:12
62647,62445,Corridor1,18-12-2020,22:18:14
62445,62647,Corridor1,18-12-2020,22:18:14
62647,,Corridor1,18-12-2020,22:18:14
62647,62445,Corridor1,18-12-2020,22:18:16
62445,62647,Corridor1,18-12-2020,22:18:16
62445,,Corridor1,18-12-2020,22:18:17
62445,,Corridor1,18-12-2020,22:20:33
62647,62445,Corridor1,18-12-2020,22:20:40
62445,62647,Corridor1,18-12-2020,22:20:40
62647,62445,Corridor1,18-12-2020,22:20:41
62445,62647,Corridor1,18-12-2020,22:20:41
62445,,Corridor1,18-12-2020,22:20:48
62445,,Corridor1,20-12-2020,00:15:02
62445,,Corridor1,20-12-2020,00:22:41
62445,,Corridor1,20-12-2020,00:23:18
62445,,Corridor1,20-12-2020,00:23:40
62445,,Corridor1,20-12-2020,22:00:20
62445,,Corridor1,20-12-2020,22:11:57
62445,,Corridor1,20-12-2020,22:12:36
62445,,Corridor1,22-12-2020,03:04:09
62445,,Corridor1,22-12-2020,03:04:36
62445,,Corridor1,22-12-2020,03:04:38
62445,,Corridor1,22-12-2020,03:04:42
62445,,Corridor1,22-12-2020,03:23:20
62445,,Corridor1,22-12-2020,03:23:42
62445,,Corridor1,22-12-2020,03:23:45
62445,,Corridor1,22-12-2020,03:23:47
62445,,Corridor1,22-12-2020,03:23:49
62445,,Corridor1,22-12-2020,03:25:38
62445,,Corridor1,22-12-2020,03:25:50
62445,,Corridor1,22-12-2020,03:26:03
62445,,Corridor1,22-12-2020,03:26:05
62445,,Corridor1,22-12-2020,03:26:06
62445,,Corridor1,22-12-2020,03:26:13
62445,,Corridor1,22-12-2020,03:26:15
62445,,Corridor1,22-12-2020,03:26:20
62445,,Corridor1,22-12-2020,03:28:28
62445,,Corridor1,22-12-2020,03:28:35
62445,,Corridor1,22-12-2020,03:30:57
62445,,Corridor1,22-12-2020,03:31:07
62445,,Corridor1,22-12-2020,03:31:19
62445,,Corridor1,22-12-2020,03:33:30
62445,,Corridor1,22-12-2020,03:35:22
62445,,Corridor1,22-12-2020,03:35:42
62445,,Corridor1,22-12-2020,03:36:00
62445,,Corridor1,22-12-2020,03:36:06
62445,,Corridor1,22-12-2020,03:36:10
62445,,Corridor1,22-12-2020,03:36:29
62445,,Corridor1,22-12-2020,03:36:40
62445,,Corridor1,22-12-2020,03:36:43
62445,,Corridor1,22-12-2020,03:36:46
62445,,Corridor1,24-12-2020,01:56:44
62445,,Corridor1,24-12-2020,02:08:25
62445,,Corridor1,24-12-2020,02:11:11
62445,,Corridor1,24-12-2020,02:13:40
62445,,Corridor1,24-12-2020,02:25:08
62445,,Corridor1,24-12-2020,02:27:39
62445,,Corridor1,24-12-2020,02:27:59
62445,,Corridor1,24-12-2020,02:28:21
62445,,Corridor1,24-12-2020,02:28:43
62445,,Corridor1,24-12-2020,02:29:07
62445,,Corridor1,24-12-2020,02:29:30
62445,,Corridor1,24-12-2020,02:30:07
62445,,Corridor1,24-12-2020,02:30:35
62445,,Corridor1,24-12-2020,02:31:02
62445,,Corridor1,24-12-2020,02:31:45
62445,,Corridor1,24-12-2020,02:32:58
62445,,Corridor1,24-12-2020,02:33:28
62445,,Corridor1,24-12-2020,02:35:14
62445,,Corridor1,24-12-2020,02:35:37
62445,,Corridor1,24-12-2020,02:36:01
62445,,Corridor1,24-12-2020,02:36:51
62445,,Corridor1,24-12-2020,02:37:17
62445,,Corridor1,24-12-2020,02:39:10
62445,,Corridor1,24-12-2020,02:39:13
62445,,Corridor1,24-12-2020,02:40:52
62445,,Corridor1,24-12-2020,02:43:23
62445,,Lab1,01-01-2021,23:54:50
62445,,Lab1,01-01-2021,23:55:11
